Pillar,Category,Level Description,Level,Impact,DDMType,ID/Internal Name,Maintenance Ref,Display Name,Summary,Full Description,Content Text,CTAButtonTitle,Region,Frequency,Action_Provider,CTAURL,"ApplicableAgeRange (from-to, separated by comma)",Applicable Genders (separated by comma),ApplicableEmploymentStatuses (separated by comma),Website Reference,MA Mktplace,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,END
Wealth,Plan,Money basics,1,2,Development,221,222,Need a money plan?,Take control of your finances with smart financial goals,Make tangible differences in your financial life to redress the money gender gap. Spring clean your finances and you will enhance your financial and personal wellbeing.,"In 2022 the gender pay gap reached 8.3% in 2022, meaning women in the UK take home less income compared to their male counterparts. The impact of this gender pay gap has led to a savings gap too, money.co.uk revealed in a new study that women save a third less than their male colleagues.",Visit site,UK,,,,All,Female,All,,,Money Nuggets,Content Creator,https://www.moneynuggets.co.uk/,Online,n/a,Free,No,n/a,,,n/a,n/a,n/a,Quarterly,,Unbiased,Trade body,https://www.unbiased.co.uk/discover/personal-finance/budgeting/financial-planning-for-women-what-s-stopping-women-from-managing-their-own-finances,Online,n/a,Free,n/a,n/a,,,4.1,https://www.trustpilot.com/review/www.unbiased.co.uk,n/a,Annual,,Feedspot,Content Creator,https://blog.feedspot.com/uk_women_financial_blogs/,Online,n/a,Free,n/a,n/a,,,4.1,https://www.trustpilot.com/review/feedspot.com,n/a,Annual,,,,,,,,,,,,,,,,
Wealth,Plan,Money basics,1,,Maintenance,222,,Create a money plan,Set smart financial goals and take control of your finances,Spring clean your finances and you will enhance your financial and personal wellbeing.  Making significant and tangible changes to your finances is a great habit for now and the future.,,Sign me up,UK,Monthly,Money Nuggets,https://moneynuggetsuk.lpages.co/financialsuccessmap/,All,Female,All,,,Money Nuggets,Content Creator,https://moneynuggetsuk.lpages.co/financialsuccessmap/,Online,n/a,Free,No,n/a,,,n/a,n/a,n/a,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Money basics,1,3,Development,223,224,Do a money makeover,How to refresh your finances and save over the year,This guide will help you understand how to overhaul your finances to save money by saving on bills and ensuring you've got the best deal on everything.,"Building good money habits and making simple savings on everyday spending helps build good financial resilience. As result you will be more likely to cope with loss of income, less anxious about finances, more confident in managing money and more satisfied with life as a whole. ",Read,UK,,,,All,All,All,,,MoneySavingExpert.com,Company,https://www.moneysavingexpert.com/family/money-help/,Online,n/a,Free,No,n/a,,,2.1,https://www.trustpilot.com/review/www.moneysavingexpert.com,n/a,6 monthly,,MoneyHelper,Government,https://www.moneyhelper.org.uk/en/everyday-money/budgeting/how-to-save-money-on-household-bills,Online,n/a,Free,n/a,n/a,,,2.7,https://www.trustpilot.com/review/www.moneyhelper.org.uk,n/a,6 monthly,,Your Money Sorted,Content Creator,https://www.yourmoneysorted.co.uk/blog/bills-account-simplest-way-budgeting-ever,Online,n/a,Free/Paid,??,??,,,n/a,n/a,n/a,Quarterly,,UK Government,Government,https://helpforhouseholds.campaign.gov.uk/,Online,n/a,Free,n/a,n/a,,,n/a,n/a,N/a,Annual,
Wealth,Plan,Money basics,1,,Maintenance,224,,Do a money makeover,Refresh your finances and save over the year,Take time to overhaul your finances to save money by saving on bills and make sure you've got the best deal on everything. Take a day a month to work through the list and build a great habit.,,Sign me up,UK,Monthly,MoneySavingExpert.com,https://www.moneysavingexpert.com/family/money-help/,All,All,All,,,MoneySavingExpert.com,Company,https://www.moneysavingexpert.com/family/money-help/,Online,n/a,Free,No,n/a,,,2.1,https://www.trustpilot.com/review/www.moneysavingexpert.com,n/a,6 monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Savings & protection,2,3,Development,225,226,Pensions basics,Understand your pensions and what you may need in retirement,How much do you need in retirement and how much are you going to have?,Your future self will thank you for investing time in your retirement savings today. Making regular affordable contributions to a pension will help you to have the retirement you want.,Read,UK,,,,All,All,"Working, Not working",,,MoneyHelper,Government,https://www.moneyhelper.org.uk/en/pensions-and-retirement/pensions-basics,Online,n/a,Free,No,n/a,,,2.7,https://www.trustpilot.com/review/www.moneyhelper.org.uk,n/a,6 monthly,,MoneySavingExpert.com,Company,https://www.moneysavingexpert.com/pensions/,Online,n/a,Free,n/a,n/a,,,2.1,https://www.trustpilot.com/review/www.moneysavingexpert.com,n/a,6 monthly,,MoneyHelper,Government,https://www.moneyhelper.org.uk/en/pensions-and-retirement/building-your-retirement-pot/how-to-increase-your-pension-savings,Online,n/a,Free,n/a,n/a,,,2.7,https://www.trustpilot.com/review/www.moneyhelper.org.uk,n/a,6 monthly,,UK Government,Government,https://www.gov.uk/check-state-pension,Online,n/a,Free,n/a,n/a,,,n/a,n/a,N/a,Annual,
Wealth,Plan,Savings & protection,2,,Maintenance,226,,Pensions basics,Find out how much you might need in retirement,Once you know how much you are going to need in retirement you can take steps to building your retirement pot for a better financial future. Get a great savings habit by making regular contributions.,,Sign me up,UK,Monthly,MoneyHelper,https://www.moneyhelper.org.uk/en/pensions-and-retirement/pensions-basics/pension-calculator,All,All,"Working, Not working",,,MoneyHelper,Government,https://www.moneyhelper.org.uk/en/pensions-and-retirement/pensions-basics/pension-calculator,Online,n/a,Free,No,n/a,,,2.7,https://www.trustpilot.com/review/www.moneyhelper.org.uk,n/a,6 monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Financial security,3,3,Development,227,,Boost your pension,How to boost retirement saving with contribution matching,Some employers will pay more into your pension if you agree to increase your contributions. It might help you build your retirement savings faster.,Your future self will thank you for investing time in your retirement savings today. Making regular affordable contributions to a pension will help you to have the retirement you want.,Read,UK,,,,All,All,Working,,,MoneyHelper,Government,https://www.moneyhelper.org.uk/en/pensions-and-retirement/building-your-retirement-pot/contribution-matching,Online,n/a,Free,No,n/a,,,2.7,https://www.trustpilot.com/review/www.moneyhelper.org.uk,n/a,6 monthly,,MoneySavingExpert.com,Company,https://www.moneysavingexpert.com/pensions/,Online,n/a,Free,n/a,n/a,,,2.1,https://www.trustpilot.com/review/www.moneysavingexpert.com,n/a,6 monthly,,MoneyHelper,Government,https://www.moneyhelper.org.uk/en/pensions-and-retirement/building-your-retirement-pot/how-to-increase-your-pension-savings,Online,n/a,Free,n/a,n/a,,,2.7,https://www.trustpilot.com/review/www.moneyhelper.org.uk,n/a,6 monthly,,,,,,,,,,,,,,,,
Wealth,Plan,Financial security,3,3,Development,228,229,Consider investing,Investing can be a great way to get your money to grow,"This simple checklist will help you decide whether you're ready to start your investment journey, when to invest and whether you have a few things still to tick off before exploring your options.","Investing in stocks & shares is a popular alternative to cash. On average, stockmarkets consistently outperform most cash savings over longer periods (5+ years), but you can experience losses. However, if you plan your strategy carefully, you can keep the risk within acceptable levels for you.",Read,UK,,,,All,All,"Working, Retired",,,Unbiased,Trade Body,https://www.unbiased.co.uk/life/get-smart/when-to-start-investing-5-things-to-help-decide-if-you-re-ready,Online,n/a,Free,No,n/a,,,4.1,https://www.trustpilot.com/review/www.unbiased.co.uk,n/a,Annual,,MoneyHelper,Government,https://www.moneyhelper.org.uk/en/savings/investing,Online,n/a,Free,n/a,n/a,,,2.7,https://www.trustpilot.com/review/www.moneyhelper.org.uk,n/a,6 monthly,,Money.co.uk,Company,https://www.money.co.uk/guides/7-questions-you-must-ask-before-you-invest,Online,n/a,Free,n/a,n/a,,,4.4,https://www.trustpilot.com/review/www.money.co.uk,n/a,Annual,,,,,,,,,,,,,,,,
Wealth,Plan,Financial security,3,,Maintenance,229,,Get investing,Start investing to see your money to grow,"Start your investment journey, find the right product, make affordable contributions and build a great savings habit for your long term future.",,Sign me up,UK,Monthly,Unbiased,https://www.unbiased.co.uk/pages/hub/digital,All,All,"Working, Retired",,,Unbiased,Trade Body,https://www.unbiased.co.uk/pages/hub/digital,Online,n/a,Free,No,n/a,,,4.1,https://www.trustpilot.com/review/www.unbiased.co.uk,n/a,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Financial independence,4,2,Development,230,231,Cashflow planning,"Bring together all of your assets, income and expenditure",Look at how cashflow planning can build income sustainability in retirement and help inform a discussion about appropriate levels of investment risk.,It’s no secret that being smart with your money and adopting good money habits can have a positive impact on our everyday lives. Financial wellbeing put simply is all about building a good relationship with money and feeling in control of both your day-to-day finances and long-term goal.,Read,UK,,,,All,All,Working,,,What Investment,Content Creator,https://www.whatinvestment.co.uk/how-cash-flow-planning-can-improve-your-finances-2616100/,Online,n/a,Free,No,n/a,,,n/a,n/a,n/a,Quarterly,,Experian,Company,https://www.experian.com/blogs/ask-experian/how-to-create-personal-cash-flow-statement/,Online,n/a,Free,n/a,n/a,,,3.8,https://www.trustpilot.com/review/experian.com,n/a,Annual,,Vertex 42,Content Creator,https://www.vertex42.com/ExcelTemplates/monthly-cash-flow.html,Online,n/a,Free,n/a,n/a,,,n/a,n/a,n/a,Quarterly,,,,,,,,,,,,,,,,
Wealth,Plan,Financial independence,4,,Maintenance,231,,Plan your cash flow,"Bring together all of your assets, income and expenditure",Use cashflow planning to look at income sustainability in retirement and help inform a discussion about appropriate levels of investment risk.,,Sign me up,UK,,Vertex 42,https://www.vertex42.com/ExcelTemplates/monthly-cash-flow.html,All,All,Working,,,Vertex 42,Content Creator,https://www.vertex42.com/ExcelTemplates/monthly-cash-flow.html,Online,n/a,Free,No,n/a,,,n/a,n/a,n/a,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Financial independence,4,1,Development,232,233,Track your portfolio,How to understand and track your investment portfolio,"Track your investments, get a clear picture of your assets and understand your portfolio performance.",Feeling in control of both your day-to-day finances and long-term goals can have a positive impact on our everyday lives. Maximising your financial wellbeing through investments can completely change your mindset and this will have a big impact on your behaviours and long-term financial goals.,Do,UK,,,,50-99,All,All,,,Morningstar,Company,https://www.morningstar.co.uk/uk/portfoliomanager/start,Online,n/a,Free,No,n/a,,,2.3,https://www.trustpilot.com/review/morningstar.co.uk,n/a,6 monthly,,Lumio,Company,https://yourmoney.lumio-app.com/best-uk-portfolio-trackers/,Online,n/a,Free/Paid,??,??,,,4.2,https://www.trustpilot.com/review/lumio-app.com,n/a,Annual,,Investor Junkie,Content Creator,https://investorjunkie.com/investing/how-to-track-your-investments/,Online,n/a,Free,n/a,n/a,,,n/a,n/a,n/a,Quarterly,,,,,,,,,,,,,,,,
Wealth,Plan,Financial independence,4,,Maintenance,233,,Track your portfolio,Use this tool to understand your investment portfolio,"Track your investments, get a clear picture of your assets and understand your portfolio performance.",,Sign me up,UK,Monthly,Morningstar,https://www.morningstar.co.uk/uk/portfoliomanager/start,50-99,All,All,,,Morningstar,Company,https://www.morningstar.co.uk/uk/portfoliomanager/start,Online,n/a,Free,No,n/a,,,2.3,https://www.trustpilot.com/review/morningstar.co.uk,n/a,6 monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Financial independence,4,3,Development,234,235,Need an advisor?,How do you know when it’s time to find an advisor?,"If you’re looking to invest, buy a financial product, manage your money more effectively or simply plan for the longer term, getting a financial advisor can be a good investment.",Feeling in control of both your day-to-day finances and long-term goals can have a positive impact on our everyday lives. Maximising your financial wellbeing through investments can completely change your mindset and this will have a big impact on your behaviours and long-term financial goals.,Visit site,UK,,,,All,All,"Working, Retired",,,Which?,Company,https://www.which.co.uk/money/investing/financial-advice/how-to-find-a-financial-adviser-affjl6z26bl4,Online,n/a,Free,No,n/a,,,1.6,https://www.trustpilot.com/review/www.which.co.uk,n/a,6 monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Financial independence,4,,Maintenance,235,,Find an advisor,Find a financial advisor,"If you’re looking to invest, buy a financial product, manage your money more effectively or simply plan for the longer term, getting a financial advisor can be a good investment.",,Visit site,UK,Monthly,Which?,https://www.which.co.uk/money/investing/financial-advice/how-to-find-a-financial-adviser-affjl6z26bl4,All,All,"Working, Retired",,,Which?,Company,https://www.which.co.uk/money/investing/financial-advice/how-to-find-a-financial-adviser-affjl6z26bl4,Online,n/a,Free,No,n/a,,,1.6,https://www.trustpilot.com/review/www.which.co.uk,n/a,6 monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Protect,Money basics,1,1,Development,236,237,Change in income?,Impartial guide to how to deal with a reduction in income,"If, for one reason or another, you're experiencing a reduction in income Money Navigator can help you get back on track.","You can still build good money habits even if you've experienced a reduction in income. Good financial resilience makes you more likely to cope with loss of income, less anxious about finances, more confident in managing money and more satisfied with life as a whole. ",Visit site,UK,,,,All,All,"Not working, Retired",,,MoneyHelper,Government,https://www.moneyhelper.org.uk/en/money-troubles/coronavirus/use-our-money-navigator-tool,Online,n/a,Free,No,n/a,,,2.7,https://www.trustpilot.com/review/www.moneyhelper.org.uk,n/a,6 monthly,,UK Government,Government,https://helpforhouseholds.campaign.gov.uk/,Online,n/a,Free,n/a,n/a,,,n/a,n/a,N/a,Annual,,MoneySavingExpert.com,Company,https://www.moneysavingexpert.com/family/money-help/,Online,n/a,Free,n/a,n/a,,,2.1,https://www.trustpilot.com/review/www.moneysavingexpert.com,n/a,6 monthly,,Skint Dad,Content Creator,https://skintdad.co.uk/best-budgeting-app-uk/,Online,n/a,Free,n/a,n/a,,,n/a,n/a,n/a,Quarterly,
Wealth,Protect,Money basics,1,,Maintenance,237,,Control your money,Deal with a reduction in income and get back on track,"Get back on track by using this impartial Money Navigator guide if, for one reason or another, you're experiencing a reduction in income.",,Sign me up,UK,Weekly,MoneyHelper,https://www.moneyhelper.org.uk/en/money-troubles/coronavirus/use-our-money-navigator-tool,All,All,"Not working, Retired",,,MoneyHelper,Government,https://www.moneyhelper.org.uk/en/money-troubles/coronavirus/use-our-money-navigator-tool,Online,n/a,Free,No,n/a,,,2.7,https://www.trustpilot.com/review/www.moneyhelper.org.uk,n/a,6 monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Protect,Savings & protection,2,3,Development,238,239,Life insurance,Get life insurance to provide for your dependants,"If anyone depends on your income, planning for their future if the worst were to happen could be invaluable. Life insurance can be one of the cheapest ways to protect your family's finances. ","Life insurance makes a huge difference to bereaved families. The loss of a partner will inevitably impact the family’s finances and their level of financial comfort. A life insurance payout can help them manage financially, with the mortgage, bills, childcare, or maintain a standard of living.",Read,UK,,,,All,All,"Working, retired",,,MoneySavingExpert.com,Company,https://www.moneysavingexpert.com/insurance/cheap-life-insurance/#basics,Online,n/a,Free,No,n/a,,,2.1,https://www.trustpilot.com/review/www.moneysavingexpert.com,n/a,6 monthly,,Moneyhelper,Government,https://www.moneyhelper.org.uk/en/everyday-money/insurance/what-is-life-insurance,Online,n/a,Free,n/a,n/a,,,2.7,https://www.trustpilot.com/review/www.moneyhelper.org.uk,n/a,6 monthly,,Aviva,Company,https://www.aviva.co.uk/insurance/life-products/life-insurance/vulnerable-to-financial-shock/,Online,n/a,Free/paid,??,??,,,4.4,https://www.trustpilot.com/review/www.aviva.co.uk,n/a,Annual,,Cavendish Online,Company,https://www.cavendishonline.co.uk/how-to-apply,Online,n/a,Free/Paid,??,??,,,4.9,https://www.trustpilot.com/review/cavendishonline.co.uk,n/a,Annual,
